Datetime,division,val
2021-07-12 오전 11:32:53,U9_B,28.4
2021-07-12 오전 11:32:53,U10_A,30.1
2021-07-12 오전 11:32:53,U10_B,27.9
2021-07-12 오전 11:32:53,U11_A,29.0
2021-07-12 오전 11:32:53,U11_B,28.0
2021-07-12 오전 11:35:21,U0_A,29.3
2021-07-12 오전 11:35:21,U0_B,28.9
2021-07-12 오전 11:35:21,U1_A,22.7
2021-07-12 오전 11:35:21,U1_B,22.7
2021-07-12 오전 11:35:21,U2_A,22.7
2021-07-12 오전 11:35:21,U2_B,22.7
2021-07-12 오전 11:35:21,U3_A,26.6
2021-07-12 오전 11:35:21,U3_B,25.8
2021-07-12 오전 11:35:21,U4_A,26.0
2021-07-12 오전 11:35:21,U4_B,25.5
2021-07-12 오전 11:35:21,U5_A,28.0
2021-07-12 오전 11:35:21,U5_B,27.5
2021-07-12 오전 11:35:21,U6_A,31.1
2021-07-12 오전 11:35:21,U6_B,28.1
2021-07-12 오전 11:35:21,U7_A,27.7
2021-07-12 오전 11:35:21,U7_B,26.6
2021-07-12 오전 11:35:21,U8_A,30.1
2021-07-12 오전 11:35:21,U8_B,28.1
2021-07-12 오전 11:35:21,U9_A,30.4
2021-07-12 오전 11:35:21,U9_B,28.4
2021-07-12 오전 11:35:21,U10_A,30.1
2021-07-12 오전 11:35:21,U10_B,27.9
2021-07-12 오전 11:35:21,U11_A,29.0
2021-07-12 오전 11:35:21,U11_B,28.0
2021-07-12 오전 11:37:16,U0_A,29.3
2021-07-12 오전 11:37:16,U0_B,28.9
2021-07-12 오전 11:37:16,U1_A,22.7
2021-07-12 오전 11:37:16,U1_B,22.7
2021-07-12 오전 11:37:16,U2_A,22.7
2021-07-12 오전 11:37:16,U2_B,22.7
2021-07-12 오전 11:37:16,U3_A,26.6
2021-07-12 오전 11:37:16,U3_B,25.8
2021-07-12 오전 11:37:16,U4_A,26.0
2021-07-12 오전 11:37:16,U4_B,25.5
2021-07-12 오전 11:37:16,U5_A,28.0
2021-07-12 오전 11:37:16,U5_B,27.5
2021-07-12 오전 11:37:16,U6_A,31.2
2021-07-12 오전 11:37:16,U6_B,28.1
2021-07-12 오전 11:37:16,U7_A,27.6
2021-07-12 오전 11:37:16,U7_B,26.6
2021-07-12 오전 11:37:16,U8_A,30.1
2021-07-12 오전 11:37:16,U8_B,28.2
2021-07-12 오전 11:37:16,U9_A,30.4
2021-07-12 오전 11:37:16,U9_B,28.4
2021-07-12 오전 11:37:16,U10_A,30.1
2021-07-12 오전 11:37:16,U10_B,27.9
2021-07-12 오전 11:37:16,U11_A,29.0
2021-07-12 오전 11:37:16,U11_B,28.0
2021-07-12 오전 11:39:16,U0_A,29.3
2021-07-12 오전 11:39:16,U0_B,29.0
2021-07-12 오전 11:39:16,U1_A,22.7
2021-07-12 오전 11:39:16,U1_B,22.7
2021-07-12 오전 11:39:16,U2_A,22.7
2021-07-12 오전 11:39:16,U2_B,22.7
2021-07-12 오전 11:39:16,U3_A,26.6
2021-07-12 오전 11:39:16,U3_B,25.8
2021-07-12 오전 11:39:16,U4_A,26.0
2021-07-12 오전 11:39:16,U4_B,25.5
2021-07-12 오전 11:39:16,U5_A,28.0
2021-07-12 오전 11:39:16,U5_B,27.4
2021-07-12 오전 11:39:16,U6_A,31.2
2021-07-12 오전 11:39:16,U6_B,28.1
2021-07-12 오전 11:39:16,U7_A,27.6
2021-07-12 오전 11:39:16,U7_B,26.6
2021-07-12 오전 11:39:16,U8_A,30.1
2021-07-12 오전 11:39:16,U8_B,28.2
2021-07-12 오전 11:39:16,U9_A,30.4
2021-07-12 오전 11:39:16,U9_B,28.4
2021-07-12 오전 11:39:16,U10_A,30.1
2021-07-12 오전 11:39:16,U10_B,27.9
2021-07-12 오전 11:39:16,U11_A,29.0
2021-07-12 오전 11:39:16,U11_B,28.0
2021-07-12 오전 11:41:47,U0_A,29.3
2021-07-12 오전 11:41:47,U0_B,28.9
2021-07-12 오전 11:41:47,U1_A,22.8
2021-07-12 오전 11:41:47,U1_B,22.8
2021-07-12 오전 11:41:47,U2_A,22.8
2021-07-12 오전 11:41:47,U2_B,22.8
2021-07-12 오전 11:41:47,U3_A,26.6
2021-07-12 오전 11:41:47,U3_B,25.8
2021-07-12 오전 11:41:47,U4_A,26.0
2021-07-12 오전 11:41:47,U4_B,25.5
2021-07-12 오전 11:41:47,U5_A,28.0
2021-07-12 오전 11:41:47,U5_B,27.4
2021-07-12 오전 11:41:47,U6_A,31.2
2021-07-12 오전 11:41:47,U6_B,28.1
2021-07-12 오전 11:41:47,U7_A,27.6
2021-07-12 오전 11:41:47,U7_B,26.6
2021-07-12 오전 11:41:47,U8_A,30.1
2021-07-12 오전 11:41:47,U8_B,28.2
2021-07-12 오전 11:41:47,U9_A,30.4
2021-07-12 오전 11:41:47,U9_B,28.5
2021-07-12 오전 11:41:47,U10_A,30.1
2021-07-12 오전 11:41:47,U10_B,27.9
2021-07-12 오전 11:41:47,U11_A,29.0
2021-07-12 오전 11:41:47,U11_B,28.0
2021-07-12 오전 11:44:03,U0_A,29.3
2021-07-12 오전 11:44:03,U0_B,28.9
2021-07-12 오전 11:44:03,U1_A,22.8
2021-07-12 오전 11:44:03,U1_B,22.8
2021-07-12 오전 11:44:03,U2_A,22.8
2021-07-12 오전 11:44:03,U2_B,22.8
2021-07-12 오전 11:44:03,U3_A,26.6
2021-07-12 오전 11:44:03,U3_B,25.8
2021-07-12 오전 11:44:03,U4_A,26.0
2021-07-12 오전 11:44:03,U4_B,25.5
2021-07-12 오전 11:44:03,U5_A,28.0
2021-07-12 오전 11:44:03,U5_B,27.4
2021-07-12 오전 11:44:03,U6_A,31.2
2021-07-12 오전 11:44:03,U6_B,28.1
2021-07-12 오전 11:44:03,U7_A,27.7
2021-07-12 오전 11:44:03,U7_B,26.6
2021-07-12 오전 11:44:03,U8_A,30.1
2021-07-12 오전 11:44:03,U8_B,28.1
2021-07-12 오전 11:44:03,U9_A,30.4
2021-07-12 오전 11:44:03,U9_B,28.5
2021-07-12 오전 11:44:03,U10_A,30.1
2021-07-12 오전 11:44:03,U10_B,27.9
2021-07-12 오전 11:44:03,U11_A,29.0
2021-07-12 오전 11:44:03,U11_B,28.0
2021-07-12 오전 11:45:56,U0_A,29.3
2021-07-12 오전 11:45:56,U0_B,28.9
2021-07-12 오전 11:45:56,U1_A,22.8
2021-07-12 오전 11:45:56,U1_B,22.8
2021-07-12 오전 11:45:56,U2_A,22.8
2021-07-12 오전 11:45:56,U2_B,22.8
2021-07-12 오전 11:45:56,U3_A,26.6
2021-07-12 오전 11:45:56,U3_B,25.8
2021-07-12 오전 11:45:56,U4_A,26.0
2021-07-12 오전 11:45:56,U4_B,25.5
2021-07-12 오전 11:45:56,U5_A,28.0
2021-07-12 오전 11:45:56,U5_B,27.4
2021-07-12 오전 11:45:56,U6_A,31.2
2021-07-12 오전 11:45:56,U6_B,28.2
2021-07-12 오전 11:45:56,U7_A,27.7
2021-07-12 오전 11:45:56,U7_B,26.6
2021-07-12 오전 11:45:56,U8_A,30.1
2021-07-12 오전 11:45:56,U8_B,28.2
2021-07-12 오전 11:45:56,U9_A,30.4
2021-07-12 오전 11:45:56,U9_B,28.5
2021-07-12 오전 11:45:56,U10_A,30.1
2021-07-12 오전 11:45:56,U10_B,27.9
2021-07-12 오전 11:45:56,U11_A,29.0
2021-07-12 오전 11:45:56,U11_B,28.0
2021-07-12 오전 11:48:12,U0_A,29.3
2021-07-12 오전 11:48:12,U0_B,28.9
2021-07-12 오전 11:48:12,U1_A,22.8
2021-07-12 오전 11:48:12,U1_B,22.8
2021-07-12 오전 11:48:12,U2_A,22.8
2021-07-12 오전 11:48:12,U2_B,22.8
2021-07-12 오전 11:48:12,U3_A,26.6
2021-07-12 오전 11:48:12,U3_B,25.8
2021-07-12 오전 11:48:12,U4_A,26.0
2021-07-12 오전 11:48:12,U4_B,25.5
2021-07-12 오전 11:48:12,U5_A,28.0
2021-07-12 오전 11:48:12,U5_B,27.4
2021-07-12 오전 11:48:12,U6_A,31.2
2021-07-12 오전 11:48:12,U6_B,28.0
2021-07-12 오전 11:48:12,U7_A,27.6
2021-07-12 오전 11:48:12,U7_B,26.6
2021-07-12 오전 11:48:12,U8_A,30.1
2021-07-12 오전 11:48:12,U8_B,28.2
2021-07-12 오전 11:48:12,U9_A,30.4
2021-07-12 오전 11:48:12,U9_B,28.5
2021-07-12 오전 11:48:12,U10_A,30.1
2021-07-12 오전 11:48:12,U10_B,27.9
2021-07-12 오전 11:48:12,U11_A,29.0
2021-07-12 오전 11:48:12,U11_B,28.0
2021-07-12 오전 11:50:03,U0_A,29.3
2021-07-12 오전 11:50:03,U0_B,29.0
2021-07-12 오전 11:50:03,U1_A,22.8
2021-07-12 오전 11:50:03,U1_B,22.8
2021-07-12 오전 11:50:03,U2_A,22.8
2021-07-12 오전 11:50:03,U2_B,22.8
2021-07-12 오전 11:50:03,U3_A,26.6
2021-07-12 오전 11:50:03,U3_B,25.8
2021-07-12 오전 11:50:03,U4_A,26.0
2021-07-12 오전 11:50:03,U4_B,25.5
2021-07-12 오전 11:50:03,U5_A,28.0
2021-07-12 오전 11:50:03,U5_B,27.4
2021-07-12 오전 11:50:03,U6_A,31.1
2021-07-12 오전 11:50:03,U6_B,28.1
2021-07-12 오전 11:50:03,U7_A,27.7
2021-07-12 오전 11:50:03,U7_B,26.6
2021-07-12 오전 11:50:03,U8_A,30.1
2021-07-12 오전 11:50:03,U8_B,28.2
2021-07-12 오전 11:50:03,U9_A,30.4
2021-07-12 오전 11:50:03,U9_B,28.4
2021-07-12 오전 11:50:03,U10_A,30.1
2021-07-12 오전 11:50:03,U10_B,27.9
2021-07-12 오전 11:50:03,U11_A,29.0
2021-07-12 오전 11:50:03,U11_B,28.0
2021-07-12 오전 11:52:07,U0_A,29.3
2021-07-12 오전 11:52:07,U0_B,29.0
2021-07-12 오전 11:52:07,U1_A,22.8
2021-07-12 오전 11:52:07,U1_B,22.8
2021-07-12 오전 11:52:07,U2_A,22.8
2021-07-12 오전 11:52:07,U2_B,22.8
2021-07-12 오전 11:52:07,U3_A,26.6
2021-07-12 오전 11:52:07,U3_B,25.8
2021-07-12 오전 11:52:07,U4_A,26.0
2021-07-12 오전 11:52:07,U4_B,25.5
2021-07-12 오전 11:52:07,U5_A,28.0
2021-07-12 오전 11:52:07,U5_B,27.5
2021-07-12 오전 11:52:07,U6_A,31.2
2021-07-12 오전 11:52:07,U6_B,28.1
2021-07-12 오전 11:52:07,U7_A,27.7
2021-07-12 오전 11:52:07,U7_B,26.6
2021-07-12 오전 11:52:07,U8_A,30.1
2021-07-12 오전 11:52:07,U8_B,28.1
2021-07-12 오전 11:52:07,U9_A,30.4
2021-07-12 오전 11:52:07,U9_B,28.5
2021-07-12 오전 11:52:07,U10_A,30.1
2021-07-12 오전 11:52:07,U10_B,27.9
2021-07-12 오전 11:52:07,U11_A,29.1
2021-07-12 오전 11:52:07,U11_B,28.0
2021-07-12 오전 11:53:48,U0_A,29.3
2021-07-12 오전 11:53:48,U0_B,28.9
2021-07-12 오전 11:53:48,U1_A,22.8
2021-07-12 오전 11:53:48,U1_B,22.8
2021-07-12 오전 11:53:48,U2_A,22.8
2021-07-12 오전 11:53:48,U2_B,22.8
2021-07-12 오전 11:53:48,U3_A,26.6
2021-07-12 오전 11:53:48,U3_B,25.8
2021-07-12 오전 11:53:48,U4_A,26.0
2021-07-12 오전 11:53:48,U4_B,25.5
2021-07-12 오전 11:53:48,U5_A,28.1
2021-07-12 오전 11:53:48,U5_B,27.5
2021-07-12 오전 11:53:48,U6_A,31.1
2021-07-12 오전 11:53:48,U6_B,28.1
2021-07-12 오전 11:53:48,U7_A,27.7
2021-07-12 오전 11:53:48,U7_B,26.6
2021-07-12 오전 11:53:48,U8_A,30.1
2021-07-12 오전 11:53:48,U8_B,28.2
2021-07-12 오전 11:53:48,U9_A,30.4
2021-07-12 오전 11:53:48,U9_B,28.4
2021-07-12 오전 11:53:48,U10_A,30.1
2021-07-12 오전 11:53:48,U10_B,27.9
2021-07-12 오전 11:53:48,U11_A,29.0
2021-07-12 오전 11:53:48,U11_B,28.0
2021-07-12 오전 11:55:39,U0_A,29.3
2021-07-12 오전 11:55:39,U0_B,29.0
2021-07-12 오전 11:55:39,U1_A,22.8
2021-07-12 오전 11:55:39,U1_B,22.8
2021-07-12 오전 11:55:39,U2_A,22.8
2021-07-12 오전 11:55:39,U2_B,22.8
2021-07-12 오전 11:55:39,U3_A,26.6
2021-07-12 오전 11:55:39,U3_B,25.8
2021-07-12 오전 11:55:39,U4_A,26.0
2021-07-12 오전 11:55:39,U4_B,25.5
2021-07-12 오전 11:55:39,U5_A,28.1
2021-07-12 오전 11:55:39,U5_B,27.5
2021-07-12 오전 11:55:39,U6_A,31.2
2021-07-12 오전 11:55:39,U6_B,28.1
2021-07-12 오전 11:55:39,U7_A,27.7
2021-07-12 오전 11:55:39,U7_B,26.6
2021-07-12 오전 11:55:39,U8_A,30.1
2021-07-12 오전 11:55:39,U8_B,28.1
2021-07-12 오전 11:55:39,U9_A,30.4
2021-07-12 오전 11:55:39,U9_B,28.5
2021-07-12 오전 11:55:39,U10_A,30.1
2021-07-12 오전 11:55:39,U10_B,27.9
2021-07-12 오전 11:55:39,U11_A,29.1
2021-07-12 오전 11:55:39,U11_B,28.0
2021-07-12 오전 11:57:42,U0_A,29.3
2021-07-12 오전 11:57:42,U0_B,28.9
2021-07-12 오전 11:57:42,U1_A,22.8
2021-07-12 오전 11:57:42,U1_B,22.8
2021-07-12 오전 11:57:42,U2_A,22.8
2021-07-12 오전 11:57:42,U2_B,22.8
2021-07-12 오전 11:57:42,U3_A,26.6
2021-07-12 오전 11:57:42,U3_B,25.8
2021-07-12 오전 11:57:42,U4_A,26.0
2021-07-12 오전 11:57:42,U4_B,25.5
2021-07-12 오전 11:57:42,U5_A,28.0
2021-07-12 오전 11:57:42,U5_B,27.5
2021-07-12 오전 11:57:42,U6_A,31.2
2021-07-12 오전 11:57:42,U6_B,28.2
2021-07-12 오전 11:57:42,U7_A,27.7
2021-07-12 오전 11:57:42,U7_B,26.6
2021-07-12 오전 11:57:42,U8_A,30.1
2021-07-12 오전 11:57:42,U8_B,28.2
2021-07-12 오전 11:57:42,U9_A,30.4
2021-07-12 오전 11:57:42,U9_B,28.5
2021-07-12 오전 11:57:42,U10_A,30.1
2021-07-12 오전 11:57:42,U10_B,27.9
2021-07-12 오전 11:57:42,U11_A,29.1
2021-07-12 오전 11:57:42,U11_B,28.0
2021-07-12 오전 11:59:57,U0_A,29.3
2021-07-12 오전 11:59:57,U0_B,29.0
2021-07-12 오전 11:59:57,U1_A,22.8
2021-07-12 오전 11:59:57,U1_B,22.8
2021-07-12 오전 11:59:57,U2_A,22.8
2021-07-12 오전 11:59:57,U2_B,22.8
2021-07-12 오전 11:59:57,U3_A,26.6
2021-07-12 오전 11:59:57,U3_B,25.8
2021-07-12 오전 11:59:57,U4_A,26.0
2021-07-12 오전 11:59:57,U4_B,25.5
2021-07-12 오전 11:59:57,U5_A,28.0
2021-07-12 오전 11:59:57,U5_B,27.5
2021-07-12 오전 11:59:57,U6_A,31.2
2021-07-12 오전 11:59:57,U6_B,28.1
2021-07-12 오전 11:59:57,U7_A,27.7
2021-07-12 오전 11:59:57,U7_B,26.6
2021-07-12 오전 11:59:57,U8_A,30.1
2021-07-12 오전 11:59:57,U8_B,28.2
2021-07-12 오전 11:59:57,U9_A,30.4
2021-07-12 오전 11:59:57,U9_B,28.5
2021-07-12 오전 11:59:57,U10_A,30.1
2021-07-12 오전 11:59:57,U10_B,27.9
2021-07-12 오전 11:59:57,U11_A,29.1
2021-07-12 오전 11:59:57,U11_B,28.0
2021-07-12 오후 12:02:23,U0_A,29.3
2021-07-12 오후 12:02:23,U0_B,29.0
2021-07-12 오후 12:02:23,U1_A,22.8
2021-07-12 오후 12:02:23,U1_B,22.8
2021-07-12 오후 12:02:23,U2_A,22.8
2021-07-12 오후 12:02:23,U2_B,22.8
2021-07-12 오후 12:02:23,U3_A,26.6
2021-07-12 오후 12:02:23,U3_B,25.8
2021-07-12 오후 12:02:23,U4_A,26.0
2021-07-12 오후 12:02:23,U4_B,25.5
2021-07-12 오후 12:02:23,U5_A,28.0
2021-07-12 오후 12:02:23,U5_B,27.5
2021-07-12 오후 12:02:23,U6_A,31.1
2021-07-12 오후 12:02:23,U6_B,28.1
2021-07-12 오후 12:02:23,U7_A,27.7
2021-07-12 오후 12:02:23,U7_B,26.6
2021-07-12 오후 12:02:23,U8_A,30.1
2021-07-12 오후 12:02:23,U8_B,28.1
2021-07-12 오후 12:02:23,U9_A,30.4
2021-07-12 오후 12:02:23,U9_B,28.4
2021-07-12 오후 12:02:23,U10_A,30.1
2021-07-12 오후 12:02:23,U10_B,27.9
2021-07-12 오후 12:02:23,U11_A,29.0
2021-07-12 오후 12:02:23,U11_B,28.0
2021-07-12 오후 12:04:15,U0_A,29.3
2021-07-12 오후 12:04:15,U0_B,29.0
2021-07-12 오후 12:04:15,U1_A,22.7
2021-07-12 오후 12:04:15,U1_B,22.7
2021-07-12 오후 12:04:15,U2_A,22.7
2021-07-12 오후 12:04:15,U2_B,22.7
2021-07-12 오후 12:04:15,U3_A,26.6
2021-07-12 오후 12:04:15,U3_B,25.8
2021-07-12 오후 12:04:15,U4_A,26.0
2021-07-12 오후 12:04:15,U4_B,25.5
2021-07-12 오후 12:04:15,U5_A,28.0
2021-07-12 오후 12:04:15,U5_B,27.4
2021-07-12 오후 12:04:15,U6_A,31.2
2021-07-12 오후 12:04:15,U6_B,28.1
2021-07-12 오후 12:04:15,U7_A,27.7
2021-07-12 오후 12:04:15,U7_B,26.6
2021-07-12 오후 12:04:15,U8_A,30.1
2021-07-12 오후 12:04:15,U8_B,28.1
2021-07-12 오후 12:04:15,U9_A,30.4
2021-07-12 오후 12:04:15,U9_B,28.4
2021-07-12 오후 12:04:15,U10_A,30.1
2021-07-12 오후 12:04:15,U10_B,27.9
2021-07-12 오후 12:04:15,U11_A,29.0
2021-07-12 오후 12:04:15,U11_B,28.0
2021-07-12 오후 12:06:35,U0_A,29.3
2021-07-12 오후 12:06:35,U0_B,28.9
2021-07-12 오후 12:06:35,U1_A,22.8
2021-07-12 오후 12:06:35,U1_B,22.8
2021-07-12 오후 12:06:35,U2_A,22.8
2021-07-12 오후 12:06:35,U2_B,22.8
2021-07-12 오후 12:06:35,U3_A,26.6
2021-07-12 오후 12:06:35,U3_B,25.8
2021-07-12 오후 12:06:35,U4_A,26.0
2021-07-12 오후 12:06:35,U4_B,25.5
2021-07-12 오후 12:06:35,U5_A,28.0
2021-07-12 오후 12:06:35,U5_B,27.5
2021-07-12 오후 12:06:35,U6_A,31.2
2021-07-12 오후 12:06:35,U6_B,28.1
2021-07-12 오후 12:06:35,U7_A,27.7
2021-07-12 오후 12:06:35,U7_B,26.6
2021-07-12 오후 12:06:35,U8_A,30.1
2021-07-12 오후 12:06:35,U8_B,28.1
2021-07-12 오후 12:06:35,U9_A,30.4
2021-07-12 오후 12:06:35,U9_B,28.4
2021-07-12 오후 12:06:35,U10_A,30.1
2021-07-12 오후 12:06:35,U10_B,27.8
2021-07-12 오후 12:06:35,U11_A,29.0
2021-07-12 오후 12:06:35,U11_B,28.0
2021-07-12 오후 12:08:38,U0_A,29.3
2021-07-12 오후 12:08:38,U0_B,28.9
2021-07-12 오후 12:08:38,U1_A,22.7
2021-07-12 오후 12:08:38,U1_B,22.7
2021-07-12 오후 12:08:38,U2_A,22.7
2021-07-12 오후 12:08:38,U2_B,22.7
2021-07-12 오후 12:08:38,U3_A,26.6
2021-07-12 오후 12:08:38,U3_B,25.8
2021-07-12 오후 12:08:38,U4_A,26.0
2021-07-12 오후 12:08:38,U4_B,25.6
2021-07-12 오후 12:08:38,U5_A,28.0
2021-07-12 오후 12:08:38,U5_B,27.4
2021-07-12 오후 12:08:38,U6_A,31.1
2021-07-12 오후 12:08:38,U6_B,28.2
2021-07-12 오후 12:08:38,U7_A,27.7
2021-07-12 오후 12:08:38,U7_B,26.6
2021-07-12 오후 12:08:38,U8_A,30.1
2021-07-12 오후 12:08:38,U8_B,28.2
2021-07-12 오후 12:08:38,U9_A,30.4
2021-07-12 오후 12:08:38,U9_B,28.4
2021-07-12 오후 12:08:38,U10_A,30.0
2021-07-12 오후 12:08:38,U10_B,27.8
2021-07-12 오후 12:08:38,U11_A,29.0
2021-07-12 오후 12:08:38,U11_B,28.0
2021-07-12 오후 12:10:16,U0_A,29.3
2021-07-12 오후 12:10:16,U0_B,28.9
2021-07-12 오후 12:10:16,U1_A,22.7
2021-07-12 오후 12:10:16,U1_B,22.7
2021-07-12 오후 12:10:16,U2_A,22.7
2021-07-12 오후 12:10:16,U2_B,22.7
2021-07-12 오후 12:10:16,U3_A,26.6
2021-07-12 오후 12:10:16,U3_B,25.8
2021-07-12 오후 12:10:16,U4_A,26.0
2021-07-12 오후 12:10:16,U4_B,25.5
2021-07-12 오후 12:10:16,U5_A,28.0
2021-07-12 오후 12:10:16,U5_B,27.4
2021-07-12 오후 12:10:16,U6_A,31.2
2021-07-12 오후 12:10:16,U6_B,28.2
2021-07-12 오후 12:10:16,U7_A,27.7
2021-07-12 오후 12:10:16,U7_B,26.6
2021-07-12 오후 12:10:16,U8_A,30.1
2021-07-12 오후 12:10:16,U8_B,28.1
2021-07-12 오후 12:10:16,U9_A,30.4
2021-07-12 오후 12:10:16,U9_B,28.4
2021-07-12 오후 12:10:16,U10_A,30.0
2021-07-12 오후 12:10:16,U10_B,27.8
2021-07-12 오후 12:10:16,U11_A,29.0
2021-07-12 오후 12:10:16,U11_B,28.0
2021-07-12 오후 12:12:10,U0_A,29.3
2021-07-12 오후 12:12:10,U0_B,28.9
2021-07-12 오후 12:12:10,U1_A,22.8
2021-07-12 오후 12:12:10,U1_B,22.8
2021-07-12 오후 12:12:10,U2_A,22.8
2021-07-12 오후 12:12:10,U2_B,22.8
2021-07-12 오후 12:12:10,U3_A,26.6
2021-07-12 오후 12:12:10,U3_B,25.8
2021-07-12 오후 12:12:10,U4_A,26.0
2021-07-12 오후 12:12:10,U4_B,25.5
2021-07-12 오후 12:12:10,U5_A,28.0
2021-07-12 오후 12:12:10,U5_B,27.4
2021-07-12 오후 12:12:10,U6_A,31.2
2021-07-12 오후 12:12:10,U6_B,28.2
2021-07-12 오후 12:12:10,U7_A,27.7
2021-07-12 오후 12:12:10,U7_B,26.6
2021-07-12 오후 12:12:10,U8_A,30.1
2021-07-12 오후 12:12:10,U8_B,28.1
2021-07-12 오후 12:12:10,U9_A,30.4
2021-07-12 오후 12:12:10,U9_B,28.4
2021-07-12 오후 12:12:10,U10_A,30.0
2021-07-12 오후 12:12:10,U10_B,27.8
2021-07-12 오후 12:12:10,U11_A,29.0
2021-07-12 오후 12:12:10,U11_B,28.0
2021-07-12 오후 12:14:12,U0_A,29.2
2021-07-12 오후 12:14:12,U0_B,28.9
2021-07-12 오후 12:14:12,U1_A,22.8
2021-07-12 오후 12:14:12,U1_B,22.8
2021-07-12 오후 12:14:12,U2_A,22.8
2021-07-12 오후 12:14:12,U2_B,22.8
2021-07-12 오후 12:14:12,U3_A,26.6
2021-07-12 오후 12:14:12,U3_B,25.8
2021-07-12 오후 12:14:12,U4_A,26.0
2021-07-12 오후 12:14:12,U4_B,25.5
2021-07-12 오후 12:14:12,U5_A,28.0
2021-07-12 오후 12:14:12,U5_B,27.4
2021-07-12 오후 12:14:12,U6_A,31.1
2021-07-12 오후 12:14:12,U6_B,28.2
2021-07-12 오후 12:14:12,U7_A,27.7
2021-07-12 오후 12:14:12,U7_B,26.6
2021-07-12 오후 12:14:12,U8_A,30.1
2021-07-12 오후 12:14:12,U8_B,28.1
2021-07-12 오후 12:14:12,U9_A,30.4
2021-07-12 오후 12:14:12,U9_B,28.4
2021-07-12 오후 12:14:12,U10_A,30.0
2021-07-12 오후 12:14:12,U10_B,27.8
2021-07-12 오후 12:14:12,U11_A,29.0
2021-07-12 오후 12:14:12,U11_B,28.0
2021-07-12 오후 12:15:51,U0_A,29.3
2021-07-12 오후 12:15:51,U0_B,28.9
2021-07-12 오후 12:15:51,U1_A,22.8
2021-07-12 오후 12:15:51,U1_B,22.8
2021-07-12 오후 12:15:51,U2_A,22.8
2021-07-12 오후 12:15:51,U2_B,22.8
2021-07-12 오후 12:15:51,U3_A,26.6
2021-07-12 오후 12:15:51,U3_B,25.8
2021-07-12 오후 12:15:51,U4_A,26.0
2021-07-12 오후 12:15:51,U4_B,25.5
2021-07-12 오후 12:15:51,U5_A,28.0
2021-07-12 오후 12:15:51,U5_B,27.4
2021-07-12 오후 12:15:51,U6_A,31.1
2021-07-12 오후 12:15:51,U6_B,28.1
2021-07-12 오후 12:15:51,U7_A,27.7
2021-07-12 오후 12:15:51,U7_B,26.6
2021-07-12 오후 12:15:51,U8_A,30.1
2021-07-12 오후 12:15:51,U8_B,28.1
2021-07-12 오후 12:15:51,U9_A,30.4
2021-07-12 오후 12:15:51,U9_B,28.5
2021-07-12 오후 12:15:51,U10_A,30.0
2021-07-12 오후 12:15:51,U10_B,27.9
2021-07-12 오후 12:15:51,U11_A,29.0
2021-07-12 오후 12:15:51,U11_B,28.0
2021-07-12 오후 12:17:34,U0_A,29.3
2021-07-12 오후 12:17:34,U0_B,29.0
2021-07-12 오후 12:17:34,U1_A,22.8
2021-07-12 오후 12:17:34,U1_B,22.8
2021-07-12 오후 12:17:34,U2_A,22.8
2021-07-12 오후 12:17:34,U2_B,22.8
2021-07-12 오후 12:17:34,U3_A,26.6
2021-07-12 오후 12:17:34,U3_B,25.8
2021-07-12 오후 12:17:34,U4_A,26.0
2021-07-12 오후 12:17:34,U4_B,25.5
2021-07-12 오후 12:17:34,U5_A,28.0
2021-07-12 오후 12:17:34,U5_B,27.4
2021-07-12 오후 12:17:34,U6_A,31.1
2021-07-12 오후 12:17:34,U6_B,28.1
2021-07-12 오후 12:17:34,U7_A,27.7
2021-07-12 오후 12:17:34,U7_B,26.6
2021-07-12 오후 12:17:34,U8_A,30.1
2021-07-12 오후 12:17:34,U8_B,28.1
2021-07-12 오후 12:17:34,U9_A,30.3
2021-07-12 오후 12:17:34,U9_B,28.5
2021-07-12 오후 12:17:34,U10_A,30.0
2021-07-12 오후 12:17:34,U10_B,27.8
2021-07-12 오후 12:17:34,U11_A,29.0
2021-07-12 오후 12:17:34,U11_B,28.0
2021-07-12 오후 12:19:23,U0_A,29.3
2021-07-12 오후 12:19:23,U0_B,28.9
2021-07-12 오후 12:19:23,U1_A,22.8
2021-07-12 오후 12:19:23,U1_B,22.8
2021-07-12 오후 12:19:23,U2_A,22.8
2021-07-12 오후 12:19:23,U2_B,22.8
2021-07-12 오후 12:19:23,U3_A,26.6
2021-07-12 오후 12:19:23,U3_B,25.8
2021-07-12 오후 12:19:23,U4_A,26.0
2021-07-12 오후 12:19:23,U4_B,25.5
2021-07-12 오후 12:19:23,U5_A,28.0
2021-07-12 오후 12:19:23,U5_B,27.4
2021-07-12 오후 12:19:23,U6_A,31.1
2021-07-12 오후 12:19:23,U6_B,28.1
2021-07-12 오후 12:19:23,U7_A,27.7
2021-07-12 오후 12:19:23,U7_B,26.6
2021-07-12 오후 12:19:23,U8_A,30.0
2021-07-12 오후 12:19:23,U8_B,28.1
2021-07-12 오후 12:19:23,U9_A,30.4
2021-07-12 오후 12:19:23,U9_B,28.4
2021-07-12 오후 12:19:23,U10_A,30.0
2021-07-12 오후 12:19:23,U10_B,27.9
2021-07-12 오후 12:19:23,U11_A,29.0
2021-07-12 오후 12:19:23,U11_B,28.0
2021-07-12 오후 12:21:16,U0_A,29.2
2021-07-12 오후 12:21:16,U0_B,29.0
